Id,price,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,reviews_per_month
2130,189,within an hour,1,0.99,f,4,t,-33.92863521,151.1559298,Apartment,Entire home/apt,8,2,2,8,Real Bed,,169,7,19,1,1125,52,95,9,10,9,10,10,9,t,flexible,f,f,1.35
2131,150,N/A,N/A,0.5,f,2,f,-34.04474038,151.1289233,Villa,Entire home/apt,6,1,3,4,Real Bed,0,150,1,0,5,14,1,,,,,,,,t,flexible,f,f,0.08
2132,301,N/A,N/A,N/A,f,1,t,-33.88645481,151.2732456,Apartment,Entire home/apt,2,1,1,1,Real Bed,,60,1,0,4,1125,1,100,10,10,10,10,10,6,f,strict_14_with_grace_period,t,f,0.03
2133,160,within an hour,0.96,1,f,26,f,-33.88835025,151.2266752,Apartment,Entire home/apt,2,1,0,1,Real Bed,0,70,1,0,5,1125,1,100,10,10,10,8,8,8,t,strict_14_with_grace_period,f,f,0.11
2134,59,within an hour,1,1,f,1,f,-33.93099776,151.1534695,Apartment,Private room,1,1,1,1,Real Bed,0,0,1,0,1,1125,69,91,9,10,9,10,10,9,t,strict_14_with_grace_period,f,f,2.52
2135,50,within an hour,1,0.93,f,7,f,-33.77981512,151.1014523,House,Private room,1,1,1,1,Real Bed,0,0,1,20,1,14,19,98,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,1.79
2136,170,N/A,N/A,N/A,f,1,t,-33.89464495,151.2142089,House,Entire home/apt,5,2,3,3,Real Bed,150,80,1,0,7,90,1,100,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,0.01
2137,130,within an hour,1,1,t,2,f,-33.62860407,151.3399221,Guest suite,Entire home/apt,2,1,1,2,Real Bed,147,35,1,0,1,7,99,99,10,10,10,10,10,10,t,moderate,f,f,3.41
2138,135,N/A,N/A,N/A,f,3,f,-33.83397196,151.2548117,House,Private room,2,1,1,1,Real Bed,0,50,1,0,2,30,0,,,,,,,,f,flexible,f,f,
2139,136,within an hour,0.97,0.99,f,1,f,-33.87464806,151.1962941,Apartment,Entire home/apt,4,1,1,2,Real Bed,1000,90,1,20,3,365,25,97,10,10,10,10,10,10,t,moderate,f,f,4.39
2140,139,within a few hours,0.87,0.93,f,139,t,-33.8227478,151.1961504,Apartment,Entire home/apt,2,1,1,1,Real Bed,900,242,1,0,90,1125,0,,,,,,,,t,strict_14_with_grace_period,f,f,
2141,100,N/A,N/A,0.5,f,1,t,-33.89721545,151.2625063,Apartment,Entire home/apt,3,1,1,1,Real Bed,250,0,1,0,2,28,2,100,10,10,10,10,10,9,f,flexible,f,f,0.14
2142,41,within an hour,1,0.97,t,0,f,-33.78764052,151.0939188,House,Private room,1,1,1,1,Real Bed,150,40,1,0,2,30,8,98,10,10,10,10,9,10,t,moderate,f,f,1.12
2143,99,N/A,N/A,N/A,f,1,t,-33.93631824,151.1409888,Apartment,Private room,1,1,1,1,Real Bed,0,0,1,25,1,4,0,,,,,,,,t,moderate,f,f,
2144,170,within an hour,1,1,f,9,t,-33.87738838,151.2102361,Apartment,Entire home/apt,6,1,1,3,Real Bed,250,80,2,15,2,1125,16,90,10,9,10,10,10,9,f,moderate,f,f,0.41
2145,98,within a few hours,1,0.95,t,1,f,-33.65049364,151.3124319,Guest suite,Entire home/apt,2,1,1,1,Real Bed,0,50,1,0,2,1125,16,98,10,10,10,10,10,10,f,moderate,f,f,0.29
2146,87,N/A,N/A,1,f,1,f,-33.70877398,151.1028996,Apartment,Private room,1,1,1,1,Real Bed,500,50,1,60,1,1125,3,100,10,10,9,9,10,10,f,flexible,f,f,0.12
2147,107,within a day,1,1,f,0,f,-33.81142862,151.1729315,Guesthouse,Entire home/apt,2,1,1,1,Real Bed,200,80,2,75,2,3,0,,,,,,,,t,moderate,f,f,
2148,39,within an hour,1,1,f,1,t,-33.92336527,151.208764,House,Shared room,1,1,1,1,Real Bed,,,1,0,1,1125,2,90,10,8,10,10,8,10,f,strict_14_with_grace_period,f,f,0.78
2149,189,within an hour,0.99,0.99,f,32,f,-33.85430509,151.1554958,Apartment,Entire home/apt,6,2.5,3,3,Real Bed,500,180,1,0,2,1125,8,85,9,9,10,8,9,8,f,strict_14_with_grace_period,f,f,2.11
2150,99,within an hour,0.99,0.96,f,118,f,-33.78302393,151.0670084,Apartment,Entire home/apt,4,2,2,2,Real Bed,250,205,1,0,2,90,7,94,10,9,9,9,9,9,t,strict_14_with_grace_period,f,f,0.83
2151,187,within an hour,0.94,0.99,f,26,f,-33.88170036,151.2027172,Apartment,Entire home/apt,6,1,2,4,Real Bed,350,110,1,20,1,1125,31,87,9,9,8,8,10,9,t,moderate,f,f,4.1
2152,145,within an hour,1,1,f,55,t,-33.84820147,151.0745868,Apartment,Entire home/apt,6,1,2,3,Real Bed,300,130,4,15,1,1125,22,92,10,9,10,10,10,9,t,strict_14_with_grace_period,f,f,1.1
2153,70,within an hour,1,0.94,f,4,f,-33.82774648,151.1204409,House,Private room,4,1,2,2,Real Bed,250,70,4,0,1,30,12,95,10,10,10,10,9,9,f,moderate,f,f,0.61
2154,100,N/A,N/A,N/A,f,1,f,-33.88631145,151.2723847,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,2,14,2,,,,,,,,f,flexible,f,f,0.05
2155,129,within an hour,1,0.96,t,7,f,-33.87579067,151.2075816,Apartment,Entire home/apt,2,1,0,1,Real Bed,150,50,2,35,11,400,41,94,10,10,10,10,10,9,t,moderate,f,f,1.95
2156,99,N/A,N/A,N/A,f,0,f,-33.97657714,151.1058915,Guest suite,Private room,2,2,1,1,Real Bed,0,25,1,0,2,7,0,,,,,,,,t,flexible,f,f,
2157,220,within an hour,0.92,0.96,t,80,f,-33.87442652,151.2027342,Apartment,Entire home/apt,5,2,2,4,Real Bed,0,70,5,0,2,1125,1,100,10,10,8,10,10,10,t,moderate,f,f,0.39
2158,351,N/A,N/A,N/A,f,1,f,-33.95525614,151.1428819,House,Entire home/apt,8,2,4,4,Real Bed,,75,1,0,2,1125,1,60,6,4,10,10,10,4,t,strict_14_with_grace_period,f,f,0.03
2159,65,within an hour,1,0.52,f,12,f,-33.92098443,151.048451,Guest suite,Private room,2,0.5,0,1,Real Bed,150,15,2,50,1,1125,0,,,,,,,,f,moderate,f,f,
2160,300,within an hour,1,1,t,1,t,-33.69819456,151.3020048,Cottage,Entire home/apt,4,1,2,2,Real Bed,150,120,4,0,2,15,45,100,10,10,10,10,10,10,t,moderate,f,f,2.55
2161,301,N/A,N/A,N/A,f,1,f,-33.90607136,151.2358963,Apartment,Entire home/apt,6,1,3,5,Real Bed,,40,1,0,5,1125,2,60,8,6,6,9,10,6,t,strict_14_with_grace_period,f,f,0.04
2162,158,within an hour,1,1,t,2,f,-33.90834158,151.2019349,Guest suite,Entire home/apt,4,1,2,3,Real Bed,250,75,4,0,5,90,154,98,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,3.42
2163,150,within an hour,1,0.73,t,1,f,-33.70702386,151.3015428,Guest suite,Entire home/apt,2,1,1,1,Real Bed,0,50,1,0,2,7,31,99,10,10,10,10,10,10,f,flexible,f,f,1.59
2164,81,N/A,N/A,N/A,f,1,f,-33.87705828,151.2721831,Apartment,Entire home/apt,4,1,1,2,Real Bed,,,1,0,5,7,2,80,8,8,9,9,8,8,t,flexible,f,f,0.06
2165,195,N/A,N/A,0,f,0,f,-33.83535975,151.1310859,House,Entire home/apt,6,2.5,3,3,Real Bed,300,150,1,0,5,14,0,,,,,,,,f,flexible,f,f,
2166,200,N/A,N/A,N/A,f,1,t,-33.87485238,151.2236618,Apartment,Entire home/apt,4,1,2,2,Real Bed,150,148,1,0,2,1125,9,91,10,9,9,9,10,10,t,strict_14_with_grace_period,f,f,0.58
2167,53,N/A,N/A,N/A,f,1,f,-33.89906305,151.1523102,Apartment,Private room,1,1,1,1,Real Bed,175,,1,0,1,1125,0,,,,,,,,f,flexible,f,f,
2168,120,within a few hours,1,0.93,t,1,f,-33.80970932,151.105608,Apartment,Entire home/apt,4,1,1,3,Real Bed,150,70,2,25,1,1125,63,98,10,10,10,10,10,9,f,moderate,f,f,2.82
2169,139,N/A,N/A,N/A,f,1,f,-33.93062249,151.1492774,Apartment,Entire home/apt,6,2,2,4,Real Bed,0,95,5,10,1,1124,20,94,10,9,9,9,10,9,t,moderate,f,f,0.9
2170,149,within an hour,1,0.97,f,49,f,-33.86683597,151.2105072,Apartment,Entire home/apt,2,1,1,1,Real Bed,300,109,1,0,2,1125,104,94,10,9,10,10,10,9,f,moderate,f,f,4.13
2171,401,N/A,N/A,N/A,f,1,t,-33.78058399,151.2824919,House,Entire home/apt,6,3,3,5,Real Bed,2000,350,1,0,10,1125,5,96,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,0.1
2172,60,N/A,N/A,N/A,f,4,f,-33.88599182,151.2722706,Apartment,Private room,2,1,1,1,Real Bed,,60,1,10,1,1125,1,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.03
2173,351,within an hour,1,0.99,t,6,f,-33.88294671,151.2142746,Apartment,Entire home/apt,6,2,3,4,Real Bed,0,300,1,0,1,90,36,98,10,9,10,10,10,9,t,moderate,f,f,2.05
2174,129,N/A,N/A,N/A,f,1,f,-33.91095496,151.2079707,Apartment,Private room,2,2,1,1,Real Bed,,,1,0,1,30,0,,,,,,,,f,flexible,f,f,
2175,141,within an hour,1,0.98,t,8,f,-33.88838401,151.2742441,Apartment,Entire home/apt,2,1,0,1,Real Bed,,99,1,0,1,1125,50,100,10,10,10,10,10,10,t,moderate,f,f,7.11
2176,105,N/A,N/A,N/A,f,1,f,-33.86824829,151.2084976,Apartment,Private room,2,1,1,1,Real Bed,600,15,1,0,1,1125,1,80,6,10,10,8,10,10,t,strict_14_with_grace_period,f,f,0.06
2177,459,within an hour,1,0.99,t,8,f,-33.87616116,151.2139819,House,Entire home/apt,6,3,3,3,Real Bed,1000,150,6,50,2,1125,214,97,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,4.16
2178,191,N/A,N/A,N/A,f,1,f,-33.89172438,151.2706266,Apartment,Entire home/apt,4,1,2,3,Real Bed,500,100,1,0,7,1125,0,,,,,,,,f,flexible,f,f,
2179,301,within a day,1,0,f,1,t,-33.9111278,151.1769197,House,Entire home/apt,6,2,4,4,Real Bed,500,65,4,10,5,1125,8,95,9,9,10,10,9,10,f,strict_14_with_grace_period,f,f,0.13
2180,85,N/A,N/A,1,f,1,f,-33.9099643,151.2359382,Guest suite,Private room,2,1,1,1,Real Bed,250,0,1,0,3,1125,1,,,,,,,,f,strict_14_with_grace_period,f,f,0.24
2181,60,N/A,N/A,N/A,f,1,t,-33.78674697,151.2859861,Apartment,Private room,1,0.5,1,1,Real Bed,,,1,0,1,1125,0,,,,,,,,f,flexible,f,f,
2182,52,N/A,N/A,1,t,1,f,-33.92716419,151.2584874,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,14,35,8,98,10,10,10,10,10,10,f,moderate,f,f,0.94
2183,229,within an hour,1,0.99,f,177,f,-33.85936171,151.2022842,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,0,197,4,0,3,1125,12,93,10,10,10,10,10,9,t,moderate,f,f,2.17
2184,165,within a day,1,1,f,1,t,-33.8305434,151.2432952,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,30,1,0,2,33,0,,,,,,,,f,strict_14_with_grace_period,f,f,
2185,281,within an hour,1,1,t,1,t,-33.89126414,151.272353,Apartment,Entire home/apt,4,1,2,2,Real Bed,,148,2,50,1,1125,159,97,10,10,10,10,10,10,t,moderate,f,f,3.89
2186,229,within a few hours,1,0.75,f,0,t,-33.8927723,151.2466029,Apartment,Entire home/apt,6,2,2,3,Real Bed,1000,80,4,30,2,1125,3,93,9,9,9,10,9,9,f,moderate,f,f,1.2
2187,81,N/A,N/A,0.25,f,1,t,-33.86897992,151.2038135,Apartment,Private room,2,1,1,1,Real Bed,139,35,2,20,4,22,0,,,,,,,,f,strict_14_with_grace_period,f,f,
2188,110,N/A,N/A,N/A,f,1,f,-33.88296837,151.2146665,House,Private room,2,1,1,1,Real Bed,,20,1,0,3,1125,1,80,8,8,10,6,10,6,f,flexible,f,f,0.02
2189,210,N/A,N/A,N/A,f,1,f,-33.88280277,151.2174476,Apartment,Entire home/apt,4,1,2,2,Real Bed,200,,1,0,7,1125,1,80,8,8,8,8,10,10,f,flexible,f,f,0.02
2190,50,N/A,N/A,N/A,f,1,f,-33.89761611,151.2556394,House,Private room,1,1,1,1,Real Bed,200,,1,0,2,1125,4,100,10,10,10,10,9,10,f,flexible,f,f,0.08
2191,401,within an hour,1,0.88,f,105,f,-33.88762347,151.2277653,House,Entire home/apt,4,2,2,2,Real Bed,1000,120,1,0,7,1125,1,80,10,10,10,10,10,8,f,strict_14_with_grace_period,f,f,0.02
2192,137,within an hour,1,1,f,1,t,-33.89581692,151.2709676,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,60,1,0,3,30,47,93,9,9,10,10,10,9,f,strict_14_with_grace_period,f,f,0.71
2193,55,N/A,N/A,N/A,f,1,t,-33.89458299,151.2722143,Apartment,Private room,1,1,1,1,Real Bed,,,1,0,7,1125,0,,,,,,,,f,flexible,f,f,
2194,110,N/A,N/A,N/A,f,1,f,-33.94479329,151.2604917,Apartment,Entire home/apt,4,1,2,2,Real Bed,250,,1,0,7,21,1,100,10,10,10,10,10,10,t,flexible,f,f,0.03
2195,186,within an hour,0.99,0.99,f,76,t,-33.79393715,151.1869542,Apartment,Entire home/apt,4,1,1,2,Real Bed,200,105,1,0,2,365,4,60,6,7,6,6,9,7,t,strict_14_with_grace_period,f,f,0.61
2196,120,within an hour,1,1,f,2,f,-33.88045966,151.2040709,Condominium,Private room,2,1,1,1,Real Bed,0,100,1,0,2,1125,12,98,9,10,10,10,10,10,t,strict_14_with_grace_period,f,f,3.91
2197,66,N/A,N/A,N/A,f,1,t,-33.88321513,151.2702865,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,1,1125,0,,,,,,,,f,flexible,f,f,
2198,70,within a day,1,1,f,1,f,-34.05950921,151.1259178,Apartment,Private room,2,1,1,1,Real Bed,0,40,1,0,2,1125,15,99,10,10,10,10,10,10,t,moderate,f,f,0.66
2199,250,N/A,N/A,N/A,f,1,f,-33.89294296,151.2720553,Apartment,Entire home/apt,4,1,2,2,Real Bed,,,1,0,5,7,0,,,,,,,,t,flexible,f,f,
2200,199,within an hour,1,0.98,f,4,f,-33.87524627,151.2234339,Boutique hotel,Hotel room,2,1,0,1,Real Bed,,,2,50,1,1125,5,96,10,9,10,10,10,10,t,flexible,f,f,0.42
2201,249,within an hour,1,1,f,6,f,-33.89352733,151.144377,Condominium,Entire home/apt,6,2,2,2,Real Bed,500,130,4,15,1,1125,92,93,10,9,9,10,10,9,t,strict_14_with_grace_period,f,f,3.39
2202,220,N/A,N/A,N/A,f,1,f,-33.87168463,151.2308902,Apartment,Entire home/apt,2,1,1,1,Real Bed,,65,1,0,5,1125,5,88,10,9,10,10,10,9,f,flexible,f,f,0.1
2203,320,N/A,N/A,0.33,f,1,f,-33.97819547,151.2447706,Apartment,Entire home/apt,6,2,3,5,Real Bed,,,1,0,7,21,0,,,,,,,,t,moderate,f,f,
2204,199,within a few hours,1,1,f,0,f,-33.82495759,151.1841365,Apartment,Entire home/apt,4,1,2,3,Real Bed,0,66,2,15,4,20,2,100,10,8,10,10,8,8,f,strict_14_with_grace_period,f,f,0.11
2205,120,within a day,1,1,f,1,t,-33.89506035,151.2724829,Apartment,Private room,2,1,1,1,Real Bed,,50,1,20,2,1125,2,90,9,10,10,10,10,7,t,flexible,f,f,0.81
2206,365,N/A,N/A,N/A,f,1,f,-33.88414088,151.2732774,Townhouse,Entire home/apt,7,3,4,5,Real Bed,,,1,0,14,20,0,,,,,,,,f,flexible,f,f,
2207,200,within a day,0.9,0.6,t,2,t,-33.80018076,151.2904042,Apartment,Entire home/apt,4,1,2,2,Real Bed,0,50,1,0,1,14,4,80,8,8,10,9,10,8,f,strict_14_with_grace_period,f,f,0.23
2208,120,within an hour,1,1,t,2,f,-33.91231186,151.157908,Apartment,Entire home/apt,4,1,1,2,Real Bed,250,70,2,25,2,1125,34,99,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,3.46
2209,44,within an hour,1,1,f,0,f,-33.90795601,151.2242784,House,Private room,1,1,1,,Real Bed,,,1,0,2,20,1,100,10,10,10,8,10,10,t,strict_14_with_grace_period,f,f,0.4
2210,150,within a few hours,1,0.91,f,1,t,-33.87084003,151.2258366,Apartment,Entire home/apt,2,1,0,1,Real Bed,,,1,0,3,1125,40,97,10,9,10,10,10,9,f,flexible,f,f,1.58
2211,79,within a few hours,1,1,f,5,f,-33.87887584,151.1857891,Townhouse,Private room,1,1.5,1,1,Real Bed,,0,1,20,5,1125,13,82,9,8,9,9,10,8,t,strict_14_with_grace_period,f,f,0.43
2212,99,N/A,N/A,N/A,f,1,t,-33.9005905,151.2543671,Apartment,Entire home/apt,2,2,1,1,Real Bed,,50,1,0,7,1125,0,,,,,,,,f,moderate,f,f,
2213,100,N/A,N/A,N/A,f,1,t,-33.91885073,151.2375038,Apartment,Entire home/apt,3,2,2,1,Real Bed,,60,1,0,14,1125,2,90,10,10,10,10,9,9,f,moderate,f,f,0.14
2214,44,N/A,N/A,N/A,f,1,t,-33.89177017,151.1414553,House,Private room,2,1,1,1,Real Bed,0,10,1,0,2,1125,12,98,10,9,10,10,10,10,t,moderate,f,f,0.43
2215,150,within an hour,1,0.98,t,1,f,-33.82538321,151.0787207,Apartment,Entire home/apt,6,2,2,2,Real Bed,350,98,4,20,2,1125,58,98,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,2.54
2216,74,N/A,N/A,N/A,f,1,f,-33.87181034,151.2644,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,5,13,1,,,,,,,,t,flexible,f,f,0.04
2217,351,within an hour,1,0.98,t,1,f,-33.79806809,151.2794902,Apartment,Entire home/apt,5,1,3,4,Real Bed,1000,145,5,10,1,1125,79,98,10,10,10,10,10,9,t,moderate,f,f,4.32
2218,100,within a few hours,1,0.94,f,1,f,-33.92143502,151.241838,Apartment,Entire home/apt,2,1,1,1,Real Bed,,,1,0,10,1125,12,87,9,8,9,9,10,9,t,flexible,f,f,0.87
2219,112,within an hour,1,1,f,2,f,-33.96295626,151.0932563,Apartment,Entire home/apt,4,1,1,2,Real Bed,0,110,5,30,1,1125,29,94,10,9,10,10,10,9,f,flexible,f,f,2.78
2220,179,within an hour,0.99,1,f,61,f,-33.87819579,151.2043161,Apartment,Entire home/apt,5,1,2,3,Real Bed,500,129,2,10,2,1125,33,93,9,10,8,10,10,9,t,strict_14_with_grace_period,f,f,3.65
2221,130,within an hour,1,0.99,t,1,t,-33.76473886,151.2553047,Guest suite,Entire home/apt,2,1,0,1,Real Bed,0,20,1,0,1,30,343,96,10,10,10,10,10,10,f,strict_14_with_grace_period,f,t,3.62
2222,85,within a day,1,0.91,t,2,f,-33.70626638,151.3033764,Apartment,Private room,1,1,1,1,Real Bed,250,80,1,50,3,800,2,100,10,10,10,10,10,10,t,moderate,f,f,0.17
2223,111,N/A,N/A,0,f,1,f,-33.74684808,151.2761479,Townhouse,Private room,4,2,1,2,Real Bed,,20,1,50,1,31,3,100,10,10,10,10,10,10,f,flexible,f,f,0.06
2224,50,within a day,0.5,0,f,2,t,-33.90791591,151.2410706,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,60,180,0,,,,,,,,t,flexible,f,f,
2225,179,within a day,1,0.4,f,0,f,-33.91328399,151.1747989,House,Entire home/apt,6,2,3,3,Real Bed,0,150,1,0,4,20,0,,,,,,,,f,moderate,f,f,
2226,396,within a day,1,N/A,f,1,t,-33.83831504,151.1405607,Townhouse,Entire home/apt,6,2.5,3,2,Real Bed,1500,150,1,0,14,35,0,,,,,,,,f,strict_14_with_grace_period,f,f,
2227,65,N/A,N/A,1,f,1,t,-33.95266344,151.2301118,Apartment,Private room,1,1,1,1,Real Bed,0,50,1,0,7,30,1,100,10,10,10,10,10,10,t,flexible,f,f,0.47
2228,150,N/A,N/A,1,f,2,f,-33.89699322,151.2726398,Apartment,Entire home/apt,2,1,1,1,Futon,,50,1,0,4,1125,6,92,9,9,10,10,10,8,t,moderate,f,f,0.23
2229,160,within a few hours,1,0.83,f,1,f,-33.88198543,151.2118158,Farm stay,Entire home/apt,2,1,1,1,Real Bed,0,70,1,0,2,10,3,93,10,7,10,10,10,9,f,moderate,f,f,1.18
2230,401,N/A,N/A,N/A,f,1,f,-33.87756055,151.2765785,House,Entire home/apt,6,1,2,3,Real Bed,0,100,1,0,5,7,0,,,,,,,,t,moderate,f,f,
2231,74,N/A,N/A,N/A,f,1,f,-33.7828817,151.285533,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,1,1125,1,100,10,10,10,10,10,10,t,flexible,f,f,0.03
2232,55,within an hour,0.88,1,f,4,f,-33.87262018,151.1958607,Townhouse,Private room,2,1,1,1,Real Bed,,,1,0,1,1125,4,60,8,8,10,6,10,6,t,flexible,f,f,0.34
2233,199,within a few hours,1,0.73,t,1,f,-33.86105661,151.1807358,House,Entire home/apt,6,2,3,3,Real Bed,,50,4,20,3,1125,75,99,10,10,10,10,10,10,f,flexible,f,f,1.31
2234,81,within a few hours,1,0,f,1,f,-33.88873943,151.2700435,House,Private room,1,1,1,1,Real Bed,0,0,1,40,7,14,0,,,,,,,,f,flexible,f,f,
2235,100,N/A,N/A,0.63,f,1,t,-33.89752537,151.1987216,Apartment,Private room,1,2,1,1,Real Bed,,,1,0,2,4,7,97,10,9,10,10,10,10,f,flexible,f,f,0.5
2236,301,N/A,N/A,1,f,1,f,-33.87998985,151.2183763,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,100,1,0,3,1125,2,100,10,10,10,10,10,8,f,strict_14_with_grace_period,f,f,0.14
2237,79,N/A,N/A,N/A,f,1,t,-33.86990193,151.2254909,Apartment,Private room,2,1,1,2,Real Bed,,,1,0,3,21,1,60,10,4,10,8,8,6,f,flexible,f,f,0.02
2238,129,within an hour,1,1,f,33,f,-33.96458419,151.1541272,Apartment,Entire home/apt,4,1,2,2,Real Bed,200,80,4,20,1,1125,12,75,9,9,10,10,9,8,t,strict_14_with_grace_period,f,f,1.88
2239,119,within an hour,0.99,0.99,f,32,f,-33.82504542,151.0869032,Apartment,Private room,2,1,1,2,Real Bed,500,90,2,50,2,1125,38,88,9,9,9,9,10,9,t,strict_14_with_grace_period,f,f,1.92
2240,46,within a few hours,0.6,0.53,f,4,f,-33.87041831,151.1356047,House,Private room,1,1,1,1,Real Bed,,,1,0,5,1125,0,,,,,,,,f,flexible,f,f,
2241,41,within an hour,1,0.94,f,2,t,-34.04063045,151.0929348,House,Private room,2,1,1,1,Real Bed,300,20,1,20,1,1125,15,97,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,1.67
2242,199,within an hour,1,0.9,t,2,t,-33.86855716,151.2702108,Apartment,Entire home/apt,2,1,1,1,Real Bed,1000,120,2,100,4,1125,18,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.64
2243,99,a few days or more,0.33,N/A,f,3,f,-33.85944748,151.0770008,Townhouse,Private room,4,2,2,1,Real Bed,,100,1,0,14,1125,0,,,,,,,,f,moderate,f,f,
2244,86,N/A,N/A,N/A,f,1,t,-33.88307832,151.1956489,Apartment,Entire home/apt,2,2,1,1,Real Bed,,30,2,50,4,36,2,100,10,10,10,9,10,10,f,strict_14_with_grace_period,f,f,0.05
2245,200,N/A,N/A,N/A,f,1,f,-33.79666439,151.2769648,Apartment,Entire home/apt,4,1,0,2,Real Bed,,25,2,20,2,10,6,97,10,9,10,10,10,9,f,strict_14_with_grace_period,f,f,0.15
2246,330,within a few hours,0.98,0.89,f,8,f,-33.88698736,151.1793357,Serviced apartment,Entire home/apt,6,2,2,3,Real Bed,200,0,4,50,1,1125,31,95,10,10,10,10,10,9,t,flexible,f,f,0.64
2247,279,N/A,N/A,N/A,f,1,f,-33.7984327,151.2825369,Condominium,Entire home/apt,4,1,2,4,Real Bed,,110,2,10,2,1125,1,80,8,8,10,10,10,8,f,flexible,f,f,0.06
2248,169,within an hour,1,0.99,t,2,f,-33.93493946,151.1157342,House,Entire home/apt,6,1,3,4,Real Bed,,50,1,0,1,1125,76,97,10,10,10,10,9,9,t,moderate,f,f,1.86
2249,200,N/A,N/A,N/A,f,1,f,-33.75672527,151.2965704,Apartment,Entire home/apt,2,1,2,2,Real Bed,500,100,2,50,2,7,3,93,9,10,9,9,10,10,f,flexible,f,f,0.2
2250,42,within an hour,1,0.89,f,1,f,-33.91620412,151.1159456,House,Private room,2,1,1,1,Real Bed,,,1,0,2,1125,4,85,10,8,10,10,9,9,t,flexible,f,f,0.64
2251,113,N/A,N/A,N/A,f,1,t,-33.8811075,151.1973351,House,Entire home/apt,2,1,1,1,Real Bed,200,60,1,0,2,1125,10,94,9,10,10,10,10,9,t,moderate,f,f,0.65
2252,394,N/A,N/A,N/A,f,1,t,-33.77286385,151.2768094,House,Entire home/apt,8,2,4,5,Real Bed,0,175,1,0,5,14,0,,,,,,,,t,flexible,f,f,
2253,270,N/A,N/A,0,f,1,t,-33.829449,151.165041,House,Entire home/apt,9,3.5,6,4,Real Bed,500,100,7,20,3,1125,0,,,,,,,,f,flexible,f,f,
2254,498,within an hour,1,0.98,t,2,f,-33.8727059,151.2164091,Apartment,Entire home/apt,4,2,2,2,Real Bed,1000,80,4,75,2,90,76,97,10,9,10,10,10,9,t,strict_14_with_grace_period,f,f,1.82
2255,275,a few days or more,0.4,0.78,f,8,t,-33.82612753,151.2470243,Apartment,Entire home/apt,4,1,2,1,Real Bed,1500,289,1,0,5,1125,0,,,,,,,,t,strict_14_with_grace_period,f,f,
2256,81,within an hour,1,0.9,f,5,f,-33.88384008,151.2105847,House,Private room,2,1.5,1,1,Real Bed,,0,1,15,1,1125,52,93,10,9,10,10,10,10,f,strict_14_with_grace_period,f,f,1.8
2257,157,within an hour,1,0.91,t,6,f,-33.88036249,151.1932691,Apartment,Entire home/apt,4,2,2,2,Real Bed,0,80,1,50,1,1125,3,100,10,10,9,9,10,10,t,strict_14_with_grace_period,f,f,1.14
2258,250,N/A,N/A,N/A,f,1,t,-33.9066562,151.2495138,House,Entire home/apt,6,2,3,3,Real Bed,500,250,6,100,7,30,2,100,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,0.08
2259,210,within an hour,1,0.95,t,0,f,-33.89400565,151.2733086,Apartment,Entire home/apt,5,1,3,4,Real Bed,0,100,2,0,2,31,2,100,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,2
2260,110,N/A,N/A,0,f,2,t,-33.94866628,151.2530592,House,Private room,2,2,1,2,Real Bed,,30,1,0,30,1125,0,,,,,,,,f,flexible,f,f,
2261,45,within a day,1,1,f,2,f,-33.78280388,151.0990258,House,Private room,2,1.5,1,2,Real Bed,0,0,1,10,3,1125,1,100,10,8,10,10,10,10,t,moderate,f,f,0.51
2262,120,within a few hours,1,0.33,f,2,f,-33.83181174,151.2143037,Apartment,Private room,2,1,1,1,Real Bed,500,50,2,15,3,1125,1,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.45
